corps,event_name,date,location,chief_judge,season,total_score,total_rank,color_guard_achievement_judge,color_guard_achievement_rank,color_guard_achievement_score,color_guard_content_judge,color_guard_content_rank,color_guard_content_score,general_effect_1_performance_judge,general_effect_1_performance_rank,general_effect_1_performance_score,general_effect_1_repertoire_judge,general_effect_1_repertoire_rank,general_effect_1_repertoire_score,general_effect_2_performance_judge,general_effect_2_performance_rank,general_effect_2_performance_score,general_effect_2_repertoire_judge,general_effect_2_repertoire_rank,general_effect_2_repertoire_score,music_analysis_achievement_judge,music_analysis_achievement_rank,music_analysis_achievement_score,music_analysis_content_judge,music_analysis_content_rank,music_analysis_content_score,music_brass_achievement_judge,music_brass_achievement_rank,music_brass_achievement_score,music_brass_content_judge,music_brass_content_rank,music_brass_content_score,music_brass_continuity_judge,music_brass_continuity_rank,music_brass_continuity_score,music_percussion_achievement_judge,music_percussion_achievement_rank,music_percussion_achievement_score,music_percussion_content_judge,music_percussion_content_rank,music_percussion_content_score,music_percussion_continuity_judge,music_percussion_continuity_rank,music_percussion_continuity_score,penalties_judge,penalties_rank,penalties_score,special_brass_friday_judge,special_brass_friday_rank,special_brass_friday_score,special_brass_thursday_judge,special_brass_thursday_rank,special_brass_thursday_score,special_cg_friday_judge,special_cg_friday_rank,special_cg_friday_score,special_cg_thursday_judge,special_cg_thursday_rank,special_cg_thursday_score,special_ge_friday_judge,special_ge_friday_rank,special_ge_friday_score,special_ge_thursday_judge,special_ge_thursday_rank,special_ge_thursday_score,special_perc_friday_judge,special_perc_friday_rank,special_perc_friday_score,special_perc_thursday_judge,special_perc_thursday_rank,special_perc_thursday_score,special_visual_proficiency_friday_judge,special_visual_proficiency_friday_rank,special_visual_proficiency_friday_score,special_visual_proficiency_thursday_judge,special_visual_proficiency_thursday_rank,special_visual_proficiency_thursday_score,visual_analysis_achievement_judge,visual_analysis_achievement_rank,visual_analysis_achievement_score,visual_analysis_composition_judge,visual_analysis_composition_rank,visual_analysis_composition_score,visual_proficiency_achievement_judge,visual_proficiency_achievement_rank,visual_proficiency_achievement_score,visual_proficiency_content_judge,visual_proficiency_content_rank,visual_proficiency_content_score,visual_proficiency_continuity_judge,visual_proficiency_continuity_rank,visual_proficiency_continuity_score
Pacific Crest,Western Corps Connection,2015-06-28,"Riverside, CA",Mike Rubino,2015,64.9,6,Kyle Miller,5.0,6.5,Kyle Miller,6.0,6.6,Lee Carlson,7.0,5.9,Lee Carlson,7.0,6.2,Wayne Dillon,5.0,6.6,Wayne Dillon,5.0,6.9,Glenn Fugett,5.0,6.6,Glenn Fugett,5.0,6.8,John Bell,6.0,6.4,John Bell,6.0,6.5,,,,Caleb Rothe,6.0,6.3,Caleb Rothe,6.0,6.6,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Nelson,7.0,6.3,Carl Nelson,7.0,6.7,Robert Solomon,6.0,6.5,Robert Solomon,6.0,6.8,,,
Phantom Regiment,Western Corps Connection,2015-06-28,"Riverside, CA",Mike Rubino,2015,72.9,3,Kyle Miller,3.0,7.3,Kyle Miller,3.0,7.3,Lee Carlson,3.0,6.9,Lee Carlson,3.0,7.1,Wayne Dillon,4.0,7.4,Wayne Dillon,4.0,7.6,Glenn Fugett,3.0,7.3,Glenn Fugett,3.0,7.5,John Bell,4.0,7,John Bell,3.0,7.6,,,,Caleb Rothe,4.0,7.1,Caleb Rothe,4.0,7.4,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Nelson,3.0,7.2,Carl Nelson,3.0,7.5,Robert Solomon,3.0,7.1,Robert Solomon,3.0,7.5,,,
Santa Clara Vanguard,Western Corps Connection,2015-06-28,"Riverside, CA",Mike Rubino,2015,78.65,2,Kyle Miller,2.0,7.7,Kyle Miller,2.0,7.9,Lee Carlson,2.0,7.6,Lee Carlson,2.0,7.7,Wayne Dillon,2.0,7.8,Wayne Dillon,2.0,8.1,Glenn Fugett,2.0,7.7,Glenn Fugett,2.0,8,John Bell,2.0,7.6,John Bell,2.0,8,,,,Caleb Rothe,1.0,8,Caleb Rothe,1.0,8.2,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Nelson,2.0,7.8,Carl Nelson,2.0,8.1,Robert Solomon,1.0,7.9,Robert Solomon,2.0,8,,,
The Academy,Western Corps Connection,2015-06-28,"Riverside, CA",Mike Rubino,2015,65.95,5,Kyle Miller,6.0,6.3,Kyle Miller,5.0,6.7,Lee Carlson,5.0,6.4,Lee Carlson,5.0,6.5,Wayne Dillon,6.0,6.3,Wayne Dillon,6.0,6.7,Glenn Fugett,6.0,6.5,Glenn Fugett,6.0,6.7,John Bell,5.0,6.5,John Bell,5.0,6.8,,,,Caleb Rothe,5.0,6.5,Caleb Rothe,5.0,6.8,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Nelson,5.0,6.6,Carl Nelson,5.0,7,Robert Solomon,5.0,6.7,Robert Solomon,5.0,7,,,
Blue Stars,River City Rhapsody - Rochester,2015-06-28,"Rochester, MN",Ken Turner,2015,68.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leitzke,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluecoats,River City Rhapsody - Rochester,2015-06-28,"Rochester, MN",Ken Turner,2015,78.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leitzke,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,River City Rhapsody - Rochester,2015-06-28,"Rochester, MN",Ken Turner,2015,64.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leitzke,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Scouts,River City Rhapsody - Rochester,2015-06-28,"Rochester, MN",Ken Turner,2015,70.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leitzke,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer,River City Rhapsody - Rochester,2015-06-28,"Rochester, MN",Ken Turner,2015,55.1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Leitzke,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Crusaders,DCI All-Star Review,2015-06-28,"Bowling Green, OH",Nola Jones,2015,68.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolina Crown,DCI All-Star Review,2015-06-28,"Bowling Green, OH",Nola Jones,2015,77.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossmen,DCI All-Star Review,2015-06-28,"Bowling Green, OH",Nola Jones,2015,67.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit of Atlanta,DCI All-Star Review,2015-06-28,"Bowling Green, OH",Nola Jones,2015,65.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cadets,DCI All-Star Review,2015-06-28,"Bowling Green, OH",Nola Jones,2015,79.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cavaliers,DCI All-Star Review,2015-06-28,"Bowling Green, OH",Nola Jones,2015,73.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troopers,DCI All-Star Review,2015-06-28,"Bowling Green, OH",Nola Jones,2015,66.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Crusaders,Pageant of Drums,2015-06-27,"Michigan City, IN",Ken Turner,2015,68.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Litzenberg,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossmen,Pageant of Drums,2015-06-27,"Michigan City, IN",Ken Turner,2015,69.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Litzenberg,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit of Atlanta,Pageant of Drums,2015-06-27,"Michigan City, IN",Ken Turner,2015,64.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Litzenberg,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cadets,Pageant of Drums,2015-06-27,"Michigan City, IN",Ken Turner,2015,78.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Litzenberg,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cavaliers,Pageant of Drums,2015-06-27,"Michigan City, IN",Ken Turner,2015,73.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Litzenberg,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Stars,Drums on Parade,2015-06-27,"Madison, WI",Nola Jones,2015,68.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Antoine,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluecoats,Drums on Parade,2015-06-27,"Madison, WI",Nola Jones,2015,75.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Antoine,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,Drums on Parade,2015-06-27,"Madison, WI",Nola Jones,2015,63.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Antoine,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Scouts,Drums on Parade,2015-06-27,"Madison, WI",Nola Jones,2015,66.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Antoine,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer,Drums on Parade,2015-06-27,"Madison, WI",Nola Jones,2015,53.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Antoine,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troopers,Drums on Parade,2015-06-27,"Madison, WI",Nola Jones,2015,65.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dale Antoine,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Devils,Corps at the Crest Los Angeles presented by Pacific Crest Youth Arts Organization,2015-06-27,"Pasadena, CA",Mike Rubino,2015,79.4,1,Robert Solomon,1.0,7.7,Robert Solomon,1.0,8,Michael Stone,1.0,7.8,Michael Stone,1.0,8,John Bell,1.0,7.8,John Bell,1.0,8.2,Caleb Rothe,1.0,7.9,Caleb Rothe,1.0,8.1,Paul McGarr,1.0,7.6,Paul McGarr,1.0,8,,,,Jay Webb,1.0,8,Jay Webb,1.0,8.1,,,,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Jones,1.0,7.8,Bruce Jones,1.0,8.2,Frank Morris,1.0,7.7,Frank Morris,1.0,8.1,,,
Blue Knights,Corps at the Crest Los Angeles presented by Pacific Crest Youth Arts Organization,2015-06-27,"Pasadena, CA",Mike Rubino,2015,72.8,4,Robert Solomon,4.0,6.9,Robert Solomon,4.0,7.1,Michael Stone,4.0,6.9,Michael Stone,4.0,7,John Bell,3.0,7.3,John Bell,3.0,7.8,Caleb Rothe,4.0,7.1,Caleb Rothe,4.0,7.4,Paul McGarr,3.0,7,Paul McGarr,4.0,7.4,,,,Jay Webb,3.0,7.5,Jay Webb,3.0,7.7,,,,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Jones,3.0,7.3,Bruce Jones,4.0,7.5,Frank Morris,4.0,7.2,Frank Morris,4.0,7.5,,,
Mandarins,Corps at the Crest Los Angeles presented by Pacific Crest Youth Arts Organization,2015-06-27,"Pasadena, CA",Mike Rubino,2015,62.5,7,Robert Solomon,7.0,5.8,Robert Solomon,7.0,6.2,Michael Stone,7.0,6,Michael Stone,7.0,6.4,John Bell,7.0,6,John Bell,7.0,6.4,Caleb Rothe,7.0,6.2,Caleb Rothe,7.0,6.4,Paul McGarr,7.0,5.8,Paul McGarr,7.0,6.3,,,,Jay Webb,7.0,6.2,Jay Webb,7.0,6.6,,,,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Jones,6.0,6.4,Bruce Jones,6.0,6.9,Frank Morris,7.0,6.2,Frank Morris,7.0,6.4,,,
Pacific Crest,Corps at the Crest Los Angeles presented by Pacific Crest Youth Arts Organization,2015-06-27,"Pasadena, CA",Mike Rubino,2015,65.55,6,Robert Solomon,6.0,6.5,Robert Solomon,6.0,6.7,Michael Stone,6.0,6.4,Michael Stone,6.0,6.6,John Bell,5.0,6.6,John Bell,6.0,7,Caleb Rothe,6.0,6.3,Caleb Rothe,6.0,6.5,Paul McGarr,6.0,6.1,Paul McGarr,6.0,6.5,,,,Jay Webb,5.0,6.5,Jay Webb,6.0,6.8,,,,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Jones,7.0,6.3,Bruce Jones,7.0,6.8,Frank Morris,6.0,6.4,Frank Morris,6.0,6.5,,,
Phantom Regiment,Corps at the Crest Los Angeles presented by Pacific Crest Youth Arts Organization,2015-06-27,"Pasadena, CA",Mike Rubino,2015,73.15,3,Robert Solomon,3.0,7.1,Robert Solomon,3.0,7.3,Michael Stone,3.0,7,Michael Stone,3.0,7.3,John Bell,4.0,7.2,John Bell,4.0,7.7,Caleb Rothe,3.0,7.3,Caleb Rothe,3.0,7.5,Paul McGarr,4.0,6.8,Paul McGarr,3.0,7.5,,,,Jay Webb,4.0,7.3,Jay Webb,4.0,7.4,,,,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Jones,4.0,7.1,Bruce Jones,3.0,7.6,Frank Morris,3.0,7.3,Frank Morris,3.0,7.7,,,
Santa Clara Vanguard,Corps at the Crest Los Angeles presented by Pacific Crest Youth Arts Organization,2015-06-27,"Pasadena, CA",Mike Rubino,2015,77.5,2,Robert Solomon,2.0,7.6,Robert Solomon,2.0,7.8,Michael Stone,2.0,7.6,Michael Stone,2.0,7.8,John Bell,2.0,7.6,John Bell,2.0,8,Caleb Rothe,2.0,7.6,Caleb Rothe,2.0,7.9,Paul McGarr,2.0,7.3,Paul McGarr,2.0,7.7,,,,Jay Webb,2.0,7.9,Jay Webb,2.0,8,,,,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Jones,2.0,7.7,Bruce Jones,2.0,8,Frank Morris,2.0,7.6,Frank Morris,2.0,7.9,,,
The Academy,Corps at the Crest Los Angeles presented by Pacific Crest Youth Arts Organization,2015-06-27,"Pasadena, CA",Mike Rubino,2015,67.1,5,Robert Solomon,5.0,6.6,Robert Solomon,5.0,6.9,Michael Stone,5.0,6.6,Michael Stone,5.0,6.9,John Bell,6.0,6.4,John Bell,5.0,7.1,Caleb Rothe,5.0,6.5,Caleb Rothe,5.0,6.8,Paul McGarr,5.0,6.3,Paul McGarr,5.0,6.8,,,,Jay Webb,6.0,6.4,Jay Webb,5.0,7,,,,Mike Canote,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Jones,5.0,6.6,Bruce Jones,5.0,7,Frank Morris,5.0,6.6,Frank Morris,5.0,6.7,,,
Blue Stars,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluecoats,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Crusaders,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carolina Crown,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossmen,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Scouts,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cadets,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cavaliers,DCI Central Indiana,2015-06-26,"Muncie, IN",Gary Markham,2015,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Knights,Corps at the Crest San Diego,2015-06-26,"Oceanside, CA",Mike Rubino,2015,71.9,3,Michael Stone,3.0,6.7,Michael Stone,3.0,7,Frank Morris,2.0,7.1,Frank Morris,3.0,7.4,Paul McGarr,2.0,6.9,Paul McGarr,2.0,7.3,Mike Rubino,2.0,7.2,Mike Rubino,2.0,7.5,John Bell,2.0,7.4,John Bell,3.0,7.6,,,,Caleb Rothe,2.0,7.1,Caleb Rothe,2.0,7.3,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Solomon,3.0,6.9,Robert Solomon,3.0,7.2,Bruce Jones,3.0,7.1,Bruce Jones,3.0,7.4,,,
Mandarins,Corps at the Crest San Diego,2015-06-26,"Oceanside, CA",Mike Rubino,2015,61.25,6,Michael Stone,6.0,5.5,Michael Stone,6.0,5.8,Frank Morris,6.0,6.2,Frank Morris,4.0,6.6,Paul McGarr,6.0,5.7,Paul McGarr,6.0,6,Mike Rubino,5.0,6.3,Mike Rubino,5.0,6.5,John Bell,6.0,6.3,John Bell,6.0,6.5,,,,Caleb Rothe,5.0,6.1,Caleb Rothe,6.0,6.2,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Solomon,6.0,5.7,Robert Solomon,6.0,6.1,Bruce Jones,6.0,6,Bruce Jones,6.0,6.5,,,
Pacific Crest,Corps at the Crest San Diego,2015-06-26,"Oceanside, CA",Mike Rubino,2015,63.2,5,Michael Stone,5.0,6.1,Michael Stone,5.0,6.5,Frank Morris,5.0,6.3,Frank Morris,6.0,6.3,Paul McGarr,5.0,5.8,Paul McGarr,5.0,6.2,Mike Rubino,6.0,6.2,Mike Rubino,6.0,6.4,John Bell,5.0,6.7,John Bell,5.0,6.9,,,,Caleb Rothe,6.0,6,Caleb Rothe,5.0,6.4,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Solomon,5.0,6.5,Robert Solomon,5.0,6.7,Bruce Jones,5.0,6.2,Bruce Jones,5.0,6.6,,,
Phantom Regiment,Corps at the Crest San Diego,2015-06-26,"Oceanside, CA",Mike Rubino,2015,72.1,2,Michael Stone,2.0,7,Michael Stone,2.0,7.3,Frank Morris,3.0,7,Frank Morris,2.0,7.6,Paul McGarr,3.0,6.8,Paul McGarr,3.0,7.2,Mike Rubino,3.0,7,Mike Rubino,3.0,7.3,John Bell,3.0,7.1,John Bell,2.0,7.8,,,,Caleb Rothe,3.0,7,Caleb Rothe,3.0,7.2,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Solomon,2.0,7.1,Robert Solomon,2.0,7.4,Bruce Jones,2.0,7.2,Bruce Jones,2.0,7.6,,,
Santa Clara Vanguard,Corps at the Crest San Diego,2015-06-26,"Oceanside, CA",Mike Rubino,2015,75.95,1,Michael Stone,1.0,7.3,Michael Stone,1.0,7.7,Frank Morris,1.0,7.4,Frank Morris,1.0,7.8,Paul McGarr,1.0,7.2,Paul McGarr,1.0,7.6,Mike Rubino,1.0,7.6,Mike Rubino,1.0,7.8,John Bell,1.0,7.7,John Bell,1.0,7.9,,,,Caleb Rothe,1.0,7.6,Caleb Rothe,1.0,7.8,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Solomon,1.0,7.4,Robert Solomon,1.0,7.7,Bruce Jones,1.0,7.5,Bruce Jones,1.0,7.9,,,
The Academy,Corps at the Crest San Diego,2015-06-26,"Oceanside, CA",Mike Rubino,2015,65.45,4,Michael Stone,4.0,6.2,Michael Stone,4.0,6.7,Frank Morris,4.0,6.5,Frank Morris,5.0,6.5,Paul McGarr,4.0,6,Paul McGarr,4.0,6.4,Mike Rubino,4.0,6.5,Mike Rubino,4.0,6.8,John Bell,4.0,6.8,John Bell,4.0,7.2,,,,Caleb Rothe,4.0,6.5,Caleb Rothe,4.0,6.7,,,,Rick Caccam,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Solomon,4.0,6.6,Robert Solomon,4.0,6.9,Bruce Jones,4.0,6.4,Bruce Jones,4.0,6.8,,,
Blue Stars,Innovations in Brass: Pittsburgh,2015-06-24,"Pittsburgh, PA",Todd Fox,2015,67.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluecoats,Innovations in Brass: Pittsburgh,2015-06-24,"Pittsburgh, PA",Todd Fox,2015,74.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Crusaders,Innovations in Brass: Pittsburgh,2015-06-24,"Pittsburgh, PA",Todd Fox,2015,64.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison Scouts,Innovations in Brass: Pittsburgh,2015-06-24,"Pittsburgh, PA",Todd Fox,2015,67.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troopers,Innovations in Brass: Pittsburgh,2015-06-24,"Pittsburgh, PA",Todd Fox,2015,63.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dave Eddleman,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,Drums on the Ohio,2015-06-24,"Evansville, IN",Paul Hinman,2015,60.8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossmen,Drums on the Ohio,2015-06-24,"Evansville, IN",Paul Hinman,2015,67.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer,Drums on the Ohio,2015-06-24,"Evansville, IN",Paul Hinman,2015,52.1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit of Atlanta,Drums on the Ohio,2015-06-24,"Evansville, IN",Paul Hinman,2015,63.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cadets,Drums on the Ohio,2015-06-24,"Evansville, IN",Paul Hinman,2015,77.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cavaliers,Drums on the Ohio,2015-06-24,"Evansville, IN",Paul Hinman,2015,72.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,DCI St. Louis,2015-06-23,"O'Fallon, IL",Paul Hinman,2015,60.9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossmen,DCI St. Louis,2015-06-23,"O'Fallon, IL",Paul Hinman,2015,65.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Patrick Flynn,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
